Timestamp,mq2,mq3,mq5,mq6,mq8,mq9,mics_Vred,mics_Vnox,mq214,mq2_x,mq3_x,mq5_x,mq6_x,mq8_x,mq9_x,mics_Vred_x,mics_Vnox_x,mq214_x
17:30:15,642,62,60,59,189,82,544,1007,830,576.0,63.0,82.0,56.0,201.0,76.0,671.0,998.0,781.0
17:30:16,994,62,60,59,189,82,449,1007,831,1012.0,63.0,82.0,56.0,201.0,77.0,870.0,999.0,782.0
17:30:17,161,62,60,59,189,82,46,1006,829,349.0,63.0,82.0,56.0,200.0,76.0,94.0,998.0,781.0
17:30:18,933,62,60,59,189,82,671,1007,831,260.0,62.0,82.0,56.0,201.0,76.0,441.0,999.0,780.0
17:30:19,611,62,60,59,189,82,238,1006,830,1006.0,63.0,82.0,56.0,201.0,76.0,882.0,999.0,781.0
17:30:22,1020,62,60,59,189,82,701,1007,831,574.0,62.0,82.0,56.0,201.0,76.0,673.0,999.0,781.0
17:30:23,192,62,60,59,189,82,51,1006,830,1014.0,63.0,82.0,56.0,201.0,76.0,553.0,999.0,782.0
17:30:24,666,62,60,59,189,82,551,1007,830,149.0,63.0,81.0,56.0,201.0,76.0,0.0,998.0,781.0
17:30:25,853,62,60,59,189,82,360,1007,831,955.0,63.0,82.0,56.0,201.0,76.0,860.0,999.0,781.0
17:30:26,156,62,60,59,189,82,118,1006,829,572.0,63.0,81.0,56.0,201.0,76.0,220.0,998.0,781.0
17:30:27,1013,62,60,59,189,82,723,1007,831,148.0,63.0,82.0,56.0,201.0,76.0,219.0,998.0,781.0
17:30:28,315,62,60,59,189,82,97,1006,830,1001.0,63.0,82.0,56.0,201.0,76.0,905.0,999.0,780.0
17:30:29,548,62,60,59,189,82,495,1007,830,502.0,63.0,82.0,56.0,201.0,76.0,179.0,998.0,780.0
17:30:30,945,62,60,59,189,82,406,1006,831,141.0,62.0,81.0,56.0,201.0,76.0,193.0,998.0,779.0
17:30:31,155,61,60,59,189,82,80,1006,829,985.0,63.0,82.0,56.0,201.0,76.0,879.0,999.0,780.0
17:30:32,1005,62,60,59,189,82,708,1007,831,701.0,63.0,82.0,56.0,200.0,76.0,290.0,999.0,781.0
17:30:33,250,62,60,59,190,82,52,1006,830,152.0,63.0,82.0,56.0,201.0,76.0,0.0,998.0,781.0
17:30:34,664,62,60,59,189,82,539,1006,830,752.0,63.0,81.0,56.0,201.0,76.0,764.0,999.0,779.0
17:30:35,772,62,60,59,189,82,299,1006,831,1019.0,62.0,82.0,56.0,201.0,76.0,719.0,999.0,781.0
17:30:36,157,61,60,59,189,82,211,1006,831,259.0,63.0,82.0,56.0,201.0,76.0,57.0,998.0,780.0
17:30:37,1020,62,60,59,189,82,667,1007,830,143.0,62.0,82.0,56.0,201.0,76.0,346.0,999.0,781.0
17:30:38,168,62,60,59,189,82,2,1006,830,986.0,63.0,82.0,56.0,201.0,76.0,874.0,999.0,780.0
17:30:39,863,62,60,59,189,82,629,1007,829,879.0,63.0,82.0,56.0,201.0,76.0,417.0,999.0,781.0
17:30:40,584,62,60,59,189,82,212,1007,831,157.0,63.0,82.0,56.0,201.0,77.0,0.0,998.0,780.0
17:30:41,269,62,60,59,189,82,365,1006,831,413.0,63.0,82.0,56.0,201.0,76.0,586.0,998.0,781.0
17:30:42,1023,62,61,59,189,82,617,1007,831,1008.0,63.0,82.0,56.0,201.0,76.0,903.0,999.0,782.0
17:30:43,179,62,60,59,189,82,25,1006,831,630.0,63.0,82.0,56.0,201.0,76.0,244.0,999.0,780.0
17:30:44,864,62,60,59,189,82,630,1007,830,146.0,63.0,82.0,56.0,201.0,76.0,0.0,998.0,780.0
17:30:45,643,62,60,59,189,82,242,1006,831,731.0,63.0,82.0,56.0,201.0,77.0,757.0,999.0,781.0
17:30:46,147,61,60,59,189,82,230,1006,831,1022.0,63.0,82.0,56.0,201.0,76.0,726.0,999.0,780.0
17:30:47,1012,62,60,59,189,82,703,1007,830,233.0,63.0,82.0,56.0,201.0,76.0,51.0,998.0,780.0
17:30:48,268,62,61,59,189,82,78,1006,830,304.0,63.0,82.0,56.0,201.0,76.0,500.0,999.0,781.0
17:30:49,525,62,60,59,189,82,490,1007,831,1002.0,63.0,82.0,56.0,201.0,76.0,906.0,999.0,780.0
17:30:50,1023,62,60,59,189,82,499,1007,831,442.0,63.0,82.0,56.0,201.0,76.0,150.0,998.0,780.0
17:30:51,169,62,60,59,189,82,29,1006,831,148.0,63.0,82.0,56.0,201.0,76.0,294.0,998.0,782.0
17:30:52,892,62,60,59,189,82,640,1007,830,987.0,63.0,82.0,56.0,201.0,76.0,910.0,999.0,779.0
17:30:53,663,62,60,59,189,82,253,1006,830,428.0,63.0,82.0,56.0,201.0,76.0,136.0,999.0,779.0
17:30:54,143,61,60,59,189,82,163,1006,831,140.0,62.0,82.0,56.0,201.0,76.0,350.0,999.0,783.0
17:30:55,1011,62,60,59,189,82,716,1007,830,1009.0,63.0,82.0,56.0,201.0,76.0,904.0,999.0,780.0
17:30:56,390,61,61,59,189,82,130,1006,830,438.0,63.0,82.0,56.0,201.0,76.0,140.0,998.0,780.0
17:30:57,328,62,60,59,189,82,382,1006,830,143.0,62.0,82.0,56.0,201.0,77.0,289.0,998.0,781.0
17:30:58,1023,62,60,59,189,82,652,1007,830,997.0,63.0,82.0,56.0,201.0,76.0,899.0,999.0,782.0
17:30:59,180,61,60,59,189,82,45,1006,830,559.0,63.0,82.0,56.0,201.0,76.0,208.0,999.0,781.0
17:31:00,627,62,60,58,189,82,530,1006,830,129.0,62.0,82.0,56.0,201.0,76.0,102.0,998.0,781.0
17:31:01,992,62,60,59,189,82,448,1007,829,918.0,63.0,82.0,56.0,201.0,76.0,843.0,999.0,779.0
17:31:02,159,61,60,59,189,82,31,1006,829,881.0,63.0,82.0,56.0,202.0,76.0,422.0,999.0,780.0
17:31:03,908,62,60,59,189,82,649,1007,831,158.0,63.0,82.0,56.0,201.0,76.0,0.0,998.0,781.0
17:31:04,641,61,60,59,189,82,244,1006,830,519.0,62.0,82.0,56.0,201.0,76.0,635.0,999.0,780.0
17:31:05,166,61,60,59,189,82,196,1006,830,1019.0,63.0,81.0,56.0,201.0,76.0,912.0,999.0,782.0
17:31:06,1011,61,60,59,189,82,723,1007,830,527.0,62.0,81.0,56.0,201.0,76.0,191.0,998.0,779.0
17:31:07,381,62,61,59,189,82,124,1006,830,134.0,63.0,81.0,56.0,201.0,76.0,10.0,998.0,779.0
17:31:08,342,61,60,59,189,82,400,1006,830,711.0,62.0,82.0,56.0,201.0,76.0,739.0,999.0,780.0
17:31:09,1022,61,60,59,189,82,652,1007,831,1022.0,63.0,81.0,56.0,201.0,76.0,825.0,998.0,780.0
17:31:10,192,61,60,59,189,82,44,1006,830,385.0,62.0,81.0,56.0,201.0,76.0,120.0,998.0,778.0
17:31:11,509,61,60,59,189,82,469,1006,830,140.0,62.0,81.0,56.0,201.0,76.0,144.0,998.0,780.0
17:31:12,1023,62,60,59,189,82,587,1006,830,872.0,62.0,81.0,56.0,201.0,76.0,826.0,999.0,779.0
17:31:13,183,61,60,59,189,82,14,1006,830,1019.0,63.0,82.0,56.0,201.0,76.0,587.0,999.0,778.0
17:31:14,590,61,60,59,189,82,501,1006,830,193.0,62.0,82.0,56.0,200.0,76.0,30.0,998.0,779.0
17:31:15,1021,62,60,59,189,82,532,1007,830,262.0,62.0,81.0,56.0,201.0,76.0,466.0,999.0,780.0
17:31:16,180,61,61,59,189,82,0,1006,831,993.0,63.0,81.0,56.0,201.0,76.0,895.0,999.0,780.0
17:31:17,629,61,60,59,189,82,525,1006,830,725.0,62.0,82.0,56.0,201.0,76.0,304.0,999.0,779.0
17:31:18,1023,62,60,59,189,82,515,1007,830,155.0,62.0,81.0,56.0,201.0,76.0,0.0,998.0,778.0
17:31:19,196,61,60,59,189,82,16,1006,828,599.0,62.0,81.0,56.0,201.0,76.0,681.0,999.0,779.0
17:31:20,624,61,60,59,189,82,526,1006,830,1011.0,62.0,81.0,56.0,201.0,76.0,876.0,999.0,779.0
17:31:21,1023,62,60,59,189,82,526,1006,830,455.0,62.0,81.0,56.0,201.0,76.0,158.0,998.0,779.0
17:31:22,179,61,60,59,189,82,16,1006,831,146.0,62.0,81.0,56.0,201.0,76.0,64.0,998.0,779.0
17:31:23,712,62,60,59,189,82,578,1007,830,770.0,62.0,82.0,56.0,200.0,76.0,769.0,999.0,779.0
17:31:24,934,61,60,59,189,82,410,1007,830,1023.0,62.0,82.0,56.0,201.0,76.0,789.0,999.0,779.0
17:31:25,172,62,60,59,189,82,57,1006,827,361.0,62.0,81.0,56.0,200.0,76.0,108.0,999.0,779.0
17:31:26,936,61,60,59,189,82,666,1007,830,145.0,62.0,81.0,56.0,200.0,76.0,148.0,998.0,779.0
17:31:27,642,61,60,59,189,82,251,1006,830,839.0,62.0,81.0,56.0,200.0,76.0,808.0,999.0,779.0
17:31:28,155,61,60,59,189,82,195,1006,830,1021.0,62.0,81.0,56.0,200.0,76.0,720.0,999.0,779.0
17:31:29,997,62,60,58,189,82,722,1007,830,326.0,62.0,81.0,56.0,200.0,76.0,84.0,998.0,778.0
17:31:30,374,61,60,59,189,82,128,1006,830,130.0,62.0,81.0,56.0,200.0,76.0,133.0,998.0,778.0
17:31:31,354,62,60,59,189,82,417,1006,830,802.0,62.0,82.0,56.0,200.0,76.0,790.0,999.0,778.0
17:31:32,1023,62,60,59,189,83,641,1007,830,1009.0,62.0,81.0,56.0,200.0,76.0,797.0,999.0,777.0
17:31:33,198,61,60,59,189,82,40,1006,830,428.0,62.0,82.0,56.0,200.0,76.0,144.0,999.0,779.0
17:31:34,712,61,60,59,189,82,584,1006,830,143.0,62.0,82.0,56.0,200.0,76.0,49.0,998.0,779.0
17:31:35,866,61,61,59,189,82,363,1007,830,722.0,62.0,81.0,56.0,200.0,76.0,749.0,999.0,778.0
17:31:36,156,61,60,59,189,82,69,1006,831,1023.0,62.0,81.0,56.0,200.0,76.0,847.0,999.0,778.0
17:31:37,973,61,60,59,189,82,694,1007,830,426.0,62.0,81.0,56.0,201.0,76.0,146.0,998.0,778.0
17:31:38,550,61,60,59,189,82,194,1006,830,143.0,62.0,81.0,56.0,200.0,77.0,92.0,998.0,780.0
17:31:39,160,61,60,59,189,82,275,1006,830,831.0,62.0,81.0,56.0,200.0,76.0,807.0,999.0,778.0
17:31:40,1020,61,60,59,189,82,713,1006,829,1020.0,63.0,81.0,56.0,200.0,76.0,665.0,999.0,778.0
17:31:41,290,61,60,59,189,82,97,1006,830,238.0,62.0,81.0,56.0,200.0,76.0,47.0,998.0,778.0
17:31:43,494,61,60,59,189,82,473,1006,830,983.0,63.0,82.0,56.0,200.0,76.0,882.0,999.0,778.0
17:31:45,178,61,60,59,189,82,24,1006,831,855.0,62.0,82.0,56.0,200.0,76.0,399.0,999.0,777.0
17:31:46,899,61,60,59,189,82,656,1007,830,166.0,62.0,82.0,56.0,200.0,76.0,0.0,998.0,776.0
17:31:47,619,61,60,58,189,82,231,1006,830,382.0,62.0,81.0,56.0,200.0,76.0,565.0,999.0,778.0
17:31:48,156,61,60,59,189,82,272,1006,829,1004.0,63.0,82.0,56.0,200.0,76.0,901.0,999.0,778.0
17:31:49,1023,61,60,59,189,82,680,1007,830,753.0,62.0,82.0,56.0,200.0,76.0,319.0,999.0,778.0
17:31:50,199,61,60,59,189,82,49,1006,830,149.0,62.0,82.0,56.0,200.0,76.0,0.0,998.0,780.0
17:31:51,616,61,60,59,189,82,538,1006,830,404.0,62.0,82.0,56.0,200.0,76.0,575.0,999.0,778.0
17:31:52,994,61,61,59,189,82,451,1007,829,999.0,63.0,81.0,56.0,201.0,76.0,902.0,999.0,779.0
17:31:53,151,61,60,59,189,82,36,1006,833,774.0,62.0,82.0,56.0,200.0,76.0,331.0,999.0,778.0
17:31:54,925,61,60,59,189,82,644,1007,830,158.0,62.0,82.0,56.0,201.0,76.0,0.0,998.0,778.0
17:31:55,683,61,60,59,189,82,272,1006,830,297.0,62.0,82.0,56.0,200.0,76.0,486.0,999.0,779.0
17:31:56,156,61,60,59,189,82,145,1006,829,974.0,62.0,82.0,56.0,201.0,76.0,869.0,999.0,777.0
17:31:57,996,61,60,59,189,82,717,1007,830,1020.0,62.0,82.0,56.0,201.0,76.0,549.0,999.0,778.0
17:31:58,596,61,60,59,189,82,221,1006,830,263.0,62.0,82.0,56.0,201.0,76.0,54.0,998.0,778.0
17:31:59,154,61,61,59,189,82,179,1006,829,138.0,62.0,82.0,56.0,200.0,76.0,208.0,998.0,778.0
17:32:00,1007,61,60,59,189,82,723,1007,829,842.0,62.0,81.0,56.0,200.0,76.0,812.0,999.0,777.0
17:32:01,499,61,60,59,189,82,179,1006,830,1022.0,63.0,82.0,56.0,200.0,76.0,741.0,999.0,777.0
17:32:02,169,61,60,58,189,82,296,1006,829,368.0,62.0,81.0,56.0,200.0,76.0,112.0,998.0,777.0
17:32:03,1022,61,60,59,189,82,713,1007,829,128.0,62.0,81.0,56.0,200.0,76.0,93.0,998.0,780.0
17:32:04,273,61,60,59,189,82,89,1006,830,765.0,62.0,81.0,56.0,200.0,76.0,767.0,999.0,777.0
17:32:05,520,61,60,59,189,82,500,1006,830,1017.0,62.0,81.0,56.0,200.0,76.0,809.0,999.0,777.0
17:32:06,1023,61,60,59,189,82,476,1007,830,427.0,62.0,81.0,56.0,200.0,76.0,140.0,998.0,777.0
17:32:07,171,61,60,59,189,82,47,1006,829,146.0,62.0,82.0,56.0,200.0,76.0,64.0,998.0,778.0
17:32:08,978,61,60,59,189,82,707,1007,830,775.0,62.0,81.0,56.0,200.0,76.0,776.0,999.0,777.0
17:32:09,398,61,60,59,189,82,128,1006,830,1022.0,62.0,82.0,56.0,200.0,76.0,728.0,999.0,777.0
17:32:10,485,61,60,59,189,82,463,1007,829,244.0,62.0,81.0,56.0,200.0,76.0,49.0,998.0,776.0
17:32:11,970,62,60,59,189,82,433,1007,830,306.0,62.0,81.0,56.0,200.0,76.0,507.0,999.0,777.0
17:32:12,160,61,60,59,189,82,118,1006,829,1014.0,62.0,81.0,56.0,200.0,76.0,909.0,999.0,776.0
17:32:13,1015,62,60,59,189,82,719,1007,832,416.0,62.0,81.0,56.0,200.0,76.0,135.0,998.0,777.0
17:32:14,200,61,60,59,189,82,48,1006,830,139.0,62.0,81.0,56.0,200.0,76.0,298.0,998.0,776.0
17:32:15,771,61,60,59,189,83,601,1007,830,995.0,62.0,81.0,56.0,200.0,76.0,901.0,999.0,777.0
17:32:16,661,61,60,59,189,82,261,1006,830,527.0,62.0,82.0,56.0,200.0,76.0,188.0,998.0,777.0
17:32:17,211,61,60,59,189,82,327,1006,829,141.0,62.0,82.0,56.0,200.0,76.0,164.0,998.0,779.0
17:32:18,1023,62,60,59,189,82,598,1007,830,987.0,63.0,82.0,55.0,200.0,76.0,877.0,999.0,776.0
17:32:19,168,61,60,59,189,83,33,1006,830,635.0,63.0,82.0,56.0,200.0,76.0,250.0,999.0,777.0
17:32:20,967,61,60,59,189,82,703,1007,830,125.0,62.0,82.0,56.0,200.0,76.0,71.0,998.0,777.0
17:32:21,423,61,60,59,189,82,157,1006,829,939.0,63.0,81.0,56.0,200.0,76.0,861.0,999.0,777.0
17:32:22,479,61,60,59,189,82,457,1007,830,701.0,63.0,82.0,56.0,200.0,76.0,290.0,998.0,777.0
17:32:23,968,62,60,59,189,82,438,1007,829,123.0,62.0,82.0,56.0,200.0,76.0,63.0,998.0,777.0
17:32:24,152,61,60,59,189,82,139,1006,829,954.0,62.0,82.0,56.0,200.0,76.0,862.0,999.0,776.0
17:32:25,1022,62,60,59,189,82,708,1007,828,667.0,62.0,82.0,56.0,200.0,76.0,267.0,999.0,777.0
17:32:26,175,61,60,59,189,82,28,1006,828,140.0,63.0,82.0,56.0,200.0,76.0,107.0,999.0,778.0
17:32:27,895,61,60,59,189,82,664,1007,829,989.0,63.0,82.0,56.0,200.0,76.0,887.0,999.0,776.0
17:32:28,460,61,60,59,189,82,173,1006,829,544.0,63.0,82.0,56.0,200.0,76.0,195.0,998.0,776.0
17:32:29,502,61,60,59,189,82,481,1007,829,142.0,63.0,82.0,56.0,200.0,76.0,253.0,999.0,777.0
17:32:30,880,62,60,59,189,82,364,1007,830,994.0,63.0,82.0,56.0,200.0,76.0,903.0,999.0,777.0
17:32:31,149,61,60,59,189,82,198,1006,828,421.0,63.0,82.0,56.0,200.0,76.0,129.0,998.0,776.0
17:32:32,1023,61,60,59,189,82,687,1007,830,135.0,63.0,82.0,56.0,200.0,76.0,367.0,999.0,777.0
17:32:33,161,61,60,59,189,82,0,1006,830,998.0,63.0,82.0,56.0,200.0,76.0,905.0,999.0,776.0
17:32:34,961,62,60,59,189,82,670,1006,829,435.0,63.0,82.0,56.0,200.0,76.0,139.0,998.0,776.0
17:32:35,421,62,60,59,189,82,156,1006,829,136.0,62.0,82.0,56.0,200.0,76.0,293.0,998.0,776.0
17:32:36,502,61,60,59,189,83,488,1007,829,994.0,63.0,82.0,56.0,200.0,76.0,898.0,999.0,777.0
17:32:37,905,61,60,59,189,82,397,1006,829,592.0,63.0,82.0,56.0,200.0,76.0,221.0,999.0,776.0
17:32:38,149,61,60,59,189,82,161,1006,829,142.0,62.0,82.0,56.0,200.0,76.0,74.0,998.0,774.0
17:32:39,1023,62,60,59,189,82,691,1007,830,881.0,63.0,82.0,56.0,200.0,76.0,834.0,999.0,776.0
17:32:40,186,61,60,59,189,82,36,1006,830,943.0,63.0,82.0,56.0,201.0,76.0,469.0,999.0,776.0
17:32:41,969,62,60,59,189,82,659,1006,829,160.0,63.0,82.0,56.0,201.0,76.0,0.0,998.0,774.0
17:32:42,341,62,60,58,189,82,119,1006,829,517.0,62.0,82.0,56.0,201.0,76.0,648.0,999.0,776.0
17:32:43,671,62,60,59,189,82,562,1007,829,1007.0,63.0,82.0,56.0,201.0,76.0,892.0,999.0,775.0
17:32:44,654,61,60,59,189,83,259,1006,829,443.0,62.0,82.0,56.0,201.0,76.0,144.0,998.0,776.0
17:32:45,311,61,60,59,189,82,382,1006,828,139.0,62.0,82.0,56.0,201.0,76.0,127.0,998.0,776.0
17:32:46,1022,61,60,59,189,82,458,1007,829,879.0,63.0,82.0,56.0,200.0,76.0,832.0,999.0,776.0
17:32:47,161,61,60,59,189,82,125,1006,829,969.0,63.0,82.0,56.0,201.0,76.0,503.0,999.0,776.0
17:32:48,1018,62,60,59,189,82,705,1007,831,155.0,62.0,82.0,56.0,201.0,76.0,0.0,998.0,776.0
17:32:49,172,61,60,59,189,82,24,1006,829,572.0,62.0,82.0,56.0,201.0,76.0,675.0,999.0,776.0
17:32:50,977,61,60,59,189,82,698,1006,830,1012.0,63.0,82.0,56.0,201.0,76.0,780.0,999.0,775.0
17:32:51,313,61,60,59,189,82,108,1006,829,199.0,62.0,82.0,56.0,201.0,76.0,27.0,998.0,776.0
17:32:52,719,61,60,59,189,82,556,1006,829,489.0,62.0,82.0,56.0,201.0,76.0,626.0,999.0,776.0
17:32:53,621,61,60,59,189,82,238,1006,829,1018.0,62.0,82.0,56.0,201.0,76.0,784.0,999.0,776.0
17:32:54,359,62,61,59,189,82,413,1006,829,161.0,62.0,82.0,56.0,201.0,76.0,2.0,998.0,775.0
17:32:55,975,61,60,59,189,82,436,1007,829,631.0,62.0,82.0,56.0,200.0,76.0,710.0,999.0,776.0
17:32:56,161,61,60,59,189,82,140,1006,829,1014.0,62.0,82.0,56.0,201.0,76.0,586.0,999.0,775.0
17:32:57,1022,62,60,58,189,82,659,1007,830,146.0,62.0,82.0,56.0,201.0,76.0,0.0,998.0,777.0
17:32:58,168,61,60,59,189,82,29,1006,828,816.0,62.0,82.0,56.0,201.0,76.0,801.0,999.0,776.0
17:32:59,1023,61,60,59,189,82,703,1007,829,856.0,62.0,82.0,56.0,201.0,76.0,392.0,999.0,775.0
17:33:00,163,61,60,59,189,83,21,1006,830,134.0,62.0,82.0,56.0,201.0,76.0,0.0,998.0,776.0
17:33:01,983,61,60,59,189,82,717,1007,829,897.0,63.0,82.0,56.0,201.0,76.0,840.0,999.0,775.0
17:33:02,225,61,60,59,189,82,34,1006,829,789.0,62.0,82.0,56.0,201.0,76.0,338.0,999.0,776.0
17:33:04,887,61,60,59,189,82,641,1007,829,826.0,62.0,82.0,56.0,200.0,76.0,808.0,999.0,775.0
17:33:05,381,61,60,59,189,82,130,1007,829,996.0,62.0,82.0,56.0,201.0,76.0,518.0,999.0,776.0
17:33:06,690,61,60,59,189,82,561,1006,829,164.0,62.0,82.0,56.0,201.0,76.0,0.0,998.0,776.0
17:33:08,489,61,60,59,189,82,458,1006,829,546.0,62.0,81.0,56.0,200.0,76.0,659.0,999.0,775.0
17:33:09,779,61,60,59,189,82,292,1006,829,1019.0,62.0,82.0,56.0,201.0,76.0,882.0,999.0,776.0
17:33:10,156,61,60,59,189,83,285,1006,829,403.0,62.0,82.0,56.0,201.0,76.0,126.0,999.0,775.0
17:33:11,1023,61,61,59,189,82,620,1007,830,129.0,62.0,82.0,56.0,201.0,76.0,133.0,998.0,775.0
17:33:12,165,61,60,59,189,82,8,1006,829,863.0,63.0,82.0,56.0,201.0,76.0,825.0,999.0,775.0
17:33:13,979,61,60,59,189,82,696,1007,828,1014.0,63.0,82.0,56.0,201.0,76.0,625.0,999.0,775.0
17:33:14,439,62,61,59,189,82,150,1006,829,243.0,62.0,82.0,56.0,201.0,76.0,50.0,998.0,774.0
17:33:15,415,61,60,59,189,82,433,1006,829,128.0,62.0,82.0,56.0,201.0,76.0,272.0,998.0,774.0
17:33:16,1023,62,60,59,189,82,555,1007,829,908.0,63.0,82.0,56.0,201.0,76.0,845.0,999.0,775.0
17:33:17,175,61,60,59,189,82,15,1006,829,1019.0,63.0,82.0,56.0,201.0,76.0,642.0,999.0,775.0
17:33:18,860,61,60,59,189,82,620,1007,829,285.0,62.0,82.0,56.0,201.0,76.0,64.0,999.0,775.0
17:33:19,703,61,60,59,189,82,274,1006,829,141.0,62.0,82.0,56.0,201.0,76.0,231.0,998.0,774.0
17:33:20,160,61,60,59,189,82,94,1006,827,888.0,62.0,82.0,55.0,201.0,76.0,834.0,999.0,775.0
17:33:21,888,61,60,59,189,82,647,1007,829,1013.0,63.0,82.0,56.0,201.0,76.0,650.0,999.0,775.0
17:33:22,992,62,60,59,189,82,459,1007,829,272.0,62.0,82.0,56.0,201.0,76.0,57.0,998.0,775.0
17:33:23,193,61,60,59,189,82,29,1006,829,147.0,62.0,82.0,56.0,201.0,76.0,247.0,998.0,774.0
17:33:24,159,61,60,59,189,82,276,1006,829,900.0,62.0,82.0,56.0,201.0,76.0,841.0,999.0,775.0
17:33:25,882,61,60,59,189,82,649,1007,829,1017.0,63.0,82.0,56.0,201.0,76.0,634.0,999.0,775.0
17:33:26,1019,62,60,59,189,82,626,1007,829,266.0,62.0,82.0,56.0,201.0,76.0,53.0,998.0,775.0
17:33:27,566,61,60,59,189,82,214,1006,830,135.0,62.0,82.0,56.0,201.0,76.0,281.0,998.0,774.0
17:33:28,162,61,60,59,189,82,21,1006,830,932.0,62.0,82.0,56.0,201.0,76.0,851.0,998.0,775.0
17:33:29,160,61,60,59,189,82,276,1006,829,1009.0,62.0,82.0,56.0,201.0,76.0,534.0,999.0,775.0
17:33:30,737,61,60,59,189,82,567,1007,830,189.0,62.0,82.0,56.0,201.0,76.0,22.0,999.0,775.0
17:33:31,1001,61,60,59,189,82,704,1007,831,239.0,62.0,82.0,56.0,201.0,76.0,445.0,999.0,775.0
17:33:32,1022,62,60,59,189,82,449,1006,829,992.0,63.0,82.0,56.0,201.0,76.0,901.0,999.0,775.0
17:33:33,510,62,60,59,189,82,169,1006,829,754.0,62.0,82.0,56.0,201.0,76.0,318.0,999.0,775.0
17:33:34,175,61,60,59,189,83,0,1006,828,153.0,62.0,82.0,56.0,201.0,76.0,0.0,998.0,774.0
17:33:35,159,61,60,59,189,82,169,1006,829,566.0,62.0,82.0,56.0,201.0,76.0,665.0,999.0,775.0
17:33:36,531,61,60,59,189,82,496,1007,829,1012.0,62.0,82.0,56.0,201.0,76.0,906.0,999.0,775.0
17:33:37,977,62,61,59,189,82,691,1006,829,520.0,62.0,82.0,56.0,201.0,76.0,192.0,999.0,774.0
17:33:38,1023,62,60,59,189,82,643,1007,828,142.0,62.0,82.0,56.0,201.0,76.0,14.0,998.0,774.0
17:33:39,725,61,61,59,189,82,278,1006,829,727.0,62.0,82.0,56.0,201.0,76.0,745.0,999.0,776.0
17:33:40,253,61,61,59,189,82,77,1006,829,1014.0,62.0,82.0,56.0,201.0,76.0,822.0,999.0,774.0
17:33:41,158,61,61,59,189,82,77,1006,831,402.0,62.0,82.0,56.0,201.0,76.0,134.0,998.0,775.0
17:33:42,416,61,60,59,189,82,439,1006,829,149.0,62.0,82.0,56.0,201.0,76.0,80.0,998.0,775.0
17:33:43,946,61,60,59,189,82,661,1007,829,733.0,62.0,82.0,56.0,201.0,76.0,752.0,999.0,775.0
17:33:44,1023,61,60,59,189,82,637,1007,829,1011.0,63.0,82.0,56.0,201.0,76.0,836.0,999.0,775.0
17:33:45,666,61,61,59,189,82,264,1006,830,479.0,62.0,82.0,56.0,201.0,76.0,168.0,998.0,775.0
17:33:46,184,62,61,59,189,82,40,1006,829,147.0,62.0,82.0,56.0,201.0,76.0,5.0,998.0,775.0
17:33:47,159,61,60,59,189,82,166,1006,826,621.0,62.0,82.0,56.0,201.0,76.0,697.0,999.0,775.0
17:33:48,596,62,60,59,189,82,533,1007,829,1010.0,63.0,82.0,56.0,201.0,76.0,907.0,999.0,774.0
17:33:49,998,61,60,59,189,83,714,1007,830,615.0,62.0,82.0,56.0,201.0,76.0,244.0,998.0,774.0
